,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,LotFrontage,LotArea,Street,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice,TotalBathroom,TotalPorch,Remodel,Age,IsNew,NeighborType,TotalArea,MSSubClass_1 story 1946+,MSSubClass_1 story PUD 1946+,"MSSubClass_1,5 story fin","MSSubClass_1,5 story unf",MSSubClass_2 family conversion,MSSubClass_2 story 1945-,MSSubClass_2 story 1946+,MSSubClass_2 story PUD 1946+,"MSSubClass_2,5 story all ages",MSSubClass_duplex all style/age,MSSubClass_split foyer,MSSubClass_split/multi level,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition2_Norm,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofMatl_CompShg,RoofMatl_Tar&Grv,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Shed,SaleType_New,SaleType_WD,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
396,396,396,396,396,396,397,60.0,7200,1,3,2,5,5,1972,1972,0,0.0,3,3,3,3,3,3,777,1,0,117,894,3,1,894,0,0,894,0,0,1,0,2,1,3,6,7,0,0,1985.0,2,2,600,3,3,2,215,0,0,0,0,0,0,0,9,2009,123000,1.0,0,0,37,0,1,1788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
397,397,397,397,397,397,398,69.0,7590,1,3,2,5,5,1962,1962,1,288.0,3,3,3,3,1,5,540,1,0,324,864,3,1,876,936,0,1812,0,0,2,0,4,1,3,8,7,1,3,1962.0,2,1,264,3,3,2,0,168,0,0,0,0,0,0,7,2007,169500,2.0,168,0,45,0,1,2676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
398,398,398,398,398,398,399,60.0,8967,1,3,2,5,2,1920,1950,0,0.0,3,2,2,1,1,1,0,1,0,961,961,4,1,1077,0,0,1077,0,0,1,0,2,1,3,6,2,0,0,1920.0,1,1,338,1,1,0,0,0,0,0,0,0,0,0,11,2007,67000,1.0,0,1,57,0,0,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
399,399,399,399,399,399,400,65.0,8125,1,3,2,7,5,2006,2007,2,100.0,4,3,4,3,1,6,812,1,0,280,1092,5,1,1112,438,0,1550,1,0,2,0,2,1,4,7,7,0,0,2007.0,3,2,438,3,3,2,0,168,0,0,0,0,0,0,10,2009,241000,3.0,168,1,2,0,1,2642,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
400,400,400,400,400,400,401,38.0,14963,1,1,2,8,5,1996,1996,0,0.0,4,3,4,3,1,6,786,1,0,474,1260,5,1,1288,0,0,1288,1,0,1,1,1,1,5,4,7,2,4,1996.0,3,2,500,3,3,2,120,30,0,0,224,0,0,0,12,2008,245500,2.5,254,0,12,0,1,2548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
401,401,401,401,401,401,402,65.0,8767,1,2,2,7,5,2005,2005,0,0.0,4,3,4,3,3,6,24,1,0,1286,1310,5,1,1310,0,0,1310,0,0,2,0,3,1,4,6,7,1,4,2005.0,3,2,400,3,3,2,0,0,0,0,0,0,0,0,7,2006,164990,2.0,0,0,1,0,1,2620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
402,402,402,402,402,402,403,60.0,10200,1,3,2,5,8,1940,1997,0,0.0,3,3,3,3,1,1,0,1,0,672,672,5,1,672,0,0,672,0,0,1,0,2,1,3,4,7,0,0,1940.0,1,1,240,3,3,0,168,0,0,0,0,0,0,0,8,2008,108000,1.0,0,1,11,0,1,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
403,403,403,403,403,403,404,93.0,12090,1,3,2,8,5,1998,1998,1,650.0,4,3,4,3,1,1,0,1,0,1141,1141,4,1,1165,1098,0,2263,0,0,2,1,4,1,4,10,7,1,3,1998.0,3,2,420,3,3,2,144,123,0,0,0,0,0,0,7,2006,258000,2.5,123,0,8,0,2,3404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
404,404,404,404,404,404,405,65.0,10364,1,2,2,6,5,1995,1996,0,0.0,3,3,4,3,1,1,0,1,0,806,806,4,1,806,766,0,1572,0,0,2,1,3,1,3,7,7,1,3,1995.0,3,2,373,3,3,2,0,40,0,0,0,0,0,0,5,2007,168000,2.5,40,1,11,0,1,2378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
405,405,405,405,405,405,406,71.0,9991,1,2,2,4,4,1976,1993,0,0.0,3,3,3,3,1,4,1116,1,0,165,1281,5,1,1620,0,0,1620,1,0,2,0,3,1,3,8,6,1,3,1993.0,1,2,490,3,3,2,120,78,0,0,0,0,0,0,6,2009,150000,3.0,78,1,16,0,1,2901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
406,406,406,406,406,406,407,51.0,10480,1,3,2,6,5,1936,1950,0,0.0,3,3,3,3,1,1,0,1,0,1064,1064,5,1,1166,0,473,1639,0,0,1,0,3,1,3,6,2,0,0,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,3,2008,115000,1.0,0,1,58,0,1,2703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
407,407,407,407,407,407,408,63.0,15576,1,3,2,6,7,1915,1976,0,0.0,3,3,4,3,1,1,0,1,0,840,840,5,1,840,840,0,1680,0,0,2,0,4,1,3,8,7,0,0,1960.0,1,1,308,3,3,2,0,0,160,0,0,0,0,0,3,2008,177000,2.0,160,1,32,0,1,2520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
408,408,408,408,408,408,409,109.0,14154,1,3,2,7,5,2006,2006,1,350.0,4,3,5,4,1,1,0,1,0,1063,1063,5,1,1071,1101,0,2172,0,0,2,1,3,1,4,9,7,1,4,2006.0,2,3,947,3,3,2,192,62,0,0,0,0,0,0,8,2007,280000,2.5,62,0,1,0,2,3235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
409,409,409,409,409,409,410,85.0,10800,1,3,2,8,5,2007,2008,2,100.0,4,3,5,3,1,6,789,1,0,245,1034,5,1,1050,1028,0,2078,1,0,2,1,3,1,5,8,7,1,4,2008.0,3,3,836,3,3,2,0,102,0,0,0,0,0,0,4,2008,339750,3.5,102,1,0,0,1,3112,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
410,410,410,410,410,410,411,68.0,9571,1,3,2,5,3,1958,1958,0,0.0,3,2,3,2,1,1,0,1,0,1276,1276,3,1,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,0,1958.0,1,1,350,3,3,2,0,0,0,0,0,0,0,0,6,2009,60000,1.0,0,0,51,0,1,2552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,411,411,411,411,411,412,100.0,34650,1,3,2,5,5,1955,1955,0,0.0,3,3,3,3,2,3,1056,1,0,0,1056,3,0,1056,0,0,1056,1,0,1,0,3,1,3,5,7,0,0,1955.0,3,2,572,3,3,2,264,0,0,0,0,0,0,0,1,2006,145000,2.0,0,0,51,0,1,2112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
412,412,412,412,412,412,413,73.5,4403,1,1,2,7,5,2009,2009,2,432.0,5,3,5,3,3,6,578,1,0,892,1470,5,1,1478,0,0,1478,1,0,2,1,2,1,4,7,7,1,4,2009.0,3,2,484,3,3,2,0,144,0,0,0,0,0,0,6,2010,222000,3.5,144,0,1,0,1,2948,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
413,413,413,413,413,413,414,56.0,8960,1,3,2,5,6,1927,1950,0,0.0,3,3,3,3,1,1,0,1,0,1008,1008,4,1,1028,0,0,1028,0,0,1,0,2,1,3,5,7,1,4,1927.0,1,2,360,3,3,2,0,0,130,0,0,0,0,0,3,2010,115000,1.0,130,1,60,0,1,2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
414,414,414,414,414,414,415,59.0,11228,1,1,2,7,5,1993,1993,0,0.0,4,3,4,3,1,4,50,6,531,499,1080,5,1,1080,1017,0,2097,0,1,2,1,3,1,4,9,7,1,3,1993.0,1,3,678,3,3,2,196,187,0,0,0,0,0,0,12,2008,228000,3.0,187,0,15,0,1,3177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
415,415,415,415,415,415,416,73.0,8899,1,2,2,7,5,2007,2007,0,0.0,4,3,4,3,3,6,24,1,0,1316,1340,5,1,1340,0,0,1340,0,0,2,0,3,1,4,6,7,0,0,2007.0,3,2,396,3,3,2,100,30,0,0,0,0,0,0,8,2007,181134,2.0,30,0,0,1,1,2680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
416,416,416,416,416,416,417,74.0,7844,1,3,2,6,7,1978,1978,1,203.0,3,3,3,3,1,5,209,1,0,463,672,3,1,672,728,0,1400,0,0,1,1,3,1,3,6,7,1,3,1978.0,3,2,440,3,3,2,0,0,0,0,0,0,0,0,3,2006,149500,1.5,0,0,28,0,1,2072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
417,417,417,417,417,417,418,86.0,22420,1,2,2,6,6,1918,1950,0,0.0,3,3,4,3,1,4,1128,1,0,242,1370,3,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,7,1,4,1918.0,1,3,864,3,3,0,0,0,0,0,0,0,0,0,11,2007,239000,3.5,0,1,57,0,1,3994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
418,418,418,418,418,418,419,60.0,8160,1,3,2,5,6,1940,1950,0,0.0,3,3,3,3,1,5,312,1,0,444,756,2,0,756,378,0,1134,1,0,1,1,3,1,3,7,7,0,0,1940.0,1,1,240,3,3,1,0,0,0,0,0,0,0,0,4,2007,126000,2.5,0,1,57,0,1,1890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
419,419,419,419,419,419,420,65.0,8450,1,3,2,5,6,1968,1968,0,0.0,3,3,3,3,1,4,775,1,0,281,1056,5,1,1056,0,0,1056,1,0,1,0,3,1,3,6,7,1,2,1968.0,1,1,304,3,3,2,0,85,184,0,0,0,0,0,7,2010,142000,2.0,269,0,42,0,1,2112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
420,420,420,420,420,420,421,78.0,7060,1,3,2,7,5,1997,1998,1,200.0,3,4,4,4,4,6,1309,1,0,35,1344,5,1,1344,0,0,1344,2,0,2,0,2,2,3,8,7,0,0,1997.0,3,4,784,3,3,2,0,0,0,0,0,0,0,0,11,2008,206300,4.0,0,1,10,0,1,2688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
421,421,421,421,421,421,422,80.0,16635,1,2,2,6,7,1977,2000,2,126.0,4,3,4,3,1,5,1246,1,0,356,1602,4,1,1602,0,0,1602,0,1,2,0,3,1,4,8,7,1,3,1977.0,3,2,529,3,3,2,240,0,0,0,0,0,0,0,6,2009,215000,2.5,0,1,9,0,1,3204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
422,422,422,422,422,422,423,100.0,21750,1,3,1,5,5,1954,1954,0,0.0,3,3,3,3,1,1,0,1,0,988,988,5,1,988,0,0,988,0,0,1,0,2,1,3,4,7,0,0,1954.0,2,2,520,3,3,0,0,0,0,0,0,0,0,0,2,2008,113000,1.0,0,0,54,0,1,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
423,423,423,423,423,423,424,80.0,9200,1,3,2,8,5,1998,1998,1,473.0,4,3,4,3,1,6,986,1,0,484,1470,4,1,1470,1160,0,2630,1,0,2,1,4,1,4,8,7,1,3,1998.0,3,3,696,3,3,2,0,66,0,0,0,0,0,0,6,2008,315000,3.5,66,0,10,0,2,4100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
424,424,424,424,424,424,425,72.0,9000,1,3,2,6,5,1956,1956,1,74.0,3,3,4,3,1,2,616,1,0,580,1196,4,1,1196,0,0,1196,1,0,1,0,2,1,3,6,7,1,4,1956.0,2,1,297,3,3,2,0,44,0,0,0,0,0,0,5,2008,139000,2.0,44,0,52,0,1,2392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
425,425,425,425,425,425,426,60.0,3378,1,3,2,7,8,1946,1992,0,0.0,3,4,3,3,1,1,0,1,0,651,651,4,1,707,682,0,1389,0,0,1,1,3,1,3,6,7,2,4,1947.0,1,1,240,3,3,1,0,0,126,0,0,0,0,0,9,2009,135000,1.5,126,1,17,0,1,2040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
426,426,426,426,426,426,427,66.5,12800,1,3,1,7,5,1989,1989,1,145.0,4,3,4,3,4,6,1518,1,0,0,1518,4,1,1644,0,0,1644,1,1,2,0,2,1,4,5,7,1,3,1989.0,3,2,569,3,3,2,80,0,0,0,396,0,0,0,8,2009,275000,3.5,396,0,20,0,1,3162,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
427,427,427,427,427,427,428,77.0,8593,1,2,2,4,6,1957,1957,0,0.0,3,3,3,3,1,3,288,1,0,619,907,5,1,907,0,0,907,0,0,1,0,3,1,3,5,7,0,0,1964.0,1,1,352,3,3,2,0,0,0,0,0,0,0,0,7,2008,109008,1.0,0,0,51,0,1,1814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
